ImageNumber,Image_FileName_OrigER,Image_FileName_OrigHoechst,Image_FileName_OrigMito,Image_FileName_OrigPh_golgi,Image_FileName_OrigSyto,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_BROAD_ID,Image_Metadata_CPD_MMOL_CONC,Image_Metadata_CPD_PLATE_MAP_NAME,Image_Metadata_CPD_SMILES,Image_Metadata_CPD_WELL_POSITION,Image_Metadata_PlateID,Image_Metadata_SOURCE_COMPOUND_NAME,Image_Metadata_SOURCE_NAME,Image_Metadata_Site,Image_Metadata_Time,Image_PathName_OrigER,Image_PathName_OrigHoechst,Image_PathName_OrigMito,Image_PathName_OrigPh_golgi,Image_PathName_OrigSyto
331,IXMtest_B13_s7_w242E89610-89DD-4E4E-846D-C933E3D342B5.tif,IXMtest_B13_s7_w1D7F7B9AE-AED8-4ABB-AF09-8015C9C6F575.tif,IXMtest_B13_s7_w5A9998029-14E4-49AD-8B0C-E84FAF864102.tif,IXMtest_B13_s7_w45C98BBAA-017D-4367-BA45-EE2A956E3A25.tif,IXMtest_B13_s7_w38C975753-DC97-44E0-9A0F-8D4F36944FFE.tif,mock,,,H-BIOA-002-1,,B13,20585,,,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
332,IXMtest_B13_s8_w27BCFB824-9B69-43C6-9E08-BBCB3145187E.tif,IXMtest_B13_s8_w1ABC106EC-E601-4E0D-9ED3-6C2FC70FEC6D.tif,IXMtest_B13_s8_w5472E8A74-8C36-4E2D-B8EC-86D84D9542B9.tif,IXMtest_B13_s8_w49E2DCE7D-5D75-46AE-9B78-10D8CF695ABA.tif,IXMtest_B13_s8_w3924DC2DD-8836-46A7-B4C9-9517EEFA90DB.tif,mock,,,H-BIOA-002-1,,B13,20585,,,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
333,IXMtest_B13_s9_w246B7A179-36FB-469D-994F-14EA6621CE38.tif,IXMtest_B13_s9_w1FB142DE4-8825-4424-99C9-E023C659141E.tif,IXMtest_B13_s9_w518F32D4D-376E-44E5-A418-8F8FE338F512.tif,IXMtest_B13_s9_w43DFBC208-CD5B-4930-A780-AAB74149E32C.tif,IXMtest_B13_s9_w39F789455-3066-433C-9445-EF4EFDF36570.tif,mock,,,H-BIOA-002-1,,B13,20585,,,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
334,IXMtest_B14_s1_w2E2DCB243-FB14-464E-8A83-FC1A04C064C5.tif,IXMtest_B14_s1_w1378EF066-DBCB-4F8B-95D9-B6C8B91E06F5.tif,IXMtest_B14_s1_w5617AB146-5C1F-4189-888C-433D6A3274D5.tif,IXMtest_B14_s1_w45F49E2C8-9F95-46A6-8D3D-77ABF70DF5FC.tif,IXMtest_B14_s1_w33A8D27A9-5526-4571-A57B-9C95B2A02379.tif,mock,,,H-BIOA-002-1,,B14,20585,,,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
335,IXMtest_B14_s2_w230F8A4A8-274D-4209-8F3A-8B1A2807CB1D.tif,IXMtest_B14_s2_w1320010D3-8667-414C-BC67-F990CA569546.tif,IXMtest_B14_s2_w58E1F87B6-85B1-4E45-979A-A9179144F1FE.tif,IXMtest_B14_s2_w46921A64D-31C1-4BCB-9E84-911F70364663.tif,IXMtest_B14_s2_w38CF02CAC-028D-4504-9040-05B53E4F0F8C.tif,mock,,,H-BIOA-002-1,,B14,20585,,,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
336,IXMtest_B14_s3_w27B55B49A-AF20-4E12-8391-D26CFFE60838.tif,IXMtest_B14_s3_w178995DFE-71D1-4D48-B1C3-91B406068175.tif,IXMtest_B14_s3_w5DEFCDC01-3288-40A4-B6E8-7ADAD940ACF8.tif,IXMtest_B14_s3_w428B58B0E-7ED0-428D-B54F-EA4EE9B6DC1E.tif,IXMtest_B14_s3_w3294E2173-B8FE-4379-B35C-97375CB23C1D.tif,mock,,,H-BIOA-002-1,,B14,20585,,,3,1.26755E+12,20585/,20585/,20585/,20585/,20585/
337,IXMtest_B14_s4_w292178739-53F7-4434-86D1-9E951AAF70F1.tif,IXMtest_B14_s4_w1D97D47B1-8E5A-482F-8B53-D6320868D48C.tif,IXMtest_B14_s4_w501125B4C-0DB5-4829-940C-E781B1726A1C.tif,IXMtest_B14_s4_w41264343F-B11E-47DD-AFD4-D884C90B53F3.tif,IXMtest_B14_s4_w36A95CB3B-61F2-4DC9-ABB4-FCFAE2D3E978.tif,mock,,,H-BIOA-002-1,,B14,20585,,,4,1.26755E+12,20585/,20585/,20585/,20585/,20585/
338,IXMtest_B14_s5_w25AE53F63-4337-4D80-A142-BE19A7CD398F.tif,IXMtest_B14_s5_w12AC593F3-6330-4FEC-B73C-473309DBBC7D.tif,IXMtest_B14_s5_w51BDCE068-C94D-4D77-B3F6-29CE049783D0.tif,IXMtest_B14_s5_w44C5DCAF6-8FAD-47B3-B741-18E947D5D975.tif,IXMtest_B14_s5_w3436EAA66-A895-4E47-917B-3A3D17A7C77A.tif,mock,,,H-BIOA-002-1,,B14,20585,,,5,1.26755E+12,20585/,20585/,20585/,20585/,20585/
339,IXMtest_B14_s6_w217F69B63-72DE-4DCA-9550-2FB2A54D0A5F.tif,IXMtest_B14_s6_w178877021-6017-43FC-8CDF-4A926A9C89C9.tif,IXMtest_B14_s6_w5DB66511C-1EF3-4060-9FA8-219912EDA353.tif,IXMtest_B14_s6_w4BDC129EC-22BC-427C-A032-7372534E0E0F.tif,IXMtest_B14_s6_w31A280986-8EC8-46D6-A5A7-CEDD8D416DCD.tif,mock,,,H-BIOA-002-1,,B14,20585,,,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
340,IXMtest_B14_s7_w233F2131B-077C-4D80-AD4C-BB0025348443.tif,IXMtest_B14_s7_w18A17C49E-13AF-4547-AEF6-D6F86B0BB390.tif,IXMtest_B14_s7_w56444E7A8-41FD-430E-A970-8509D4F9176E.tif,IXMtest_B14_s7_w43691AAB3-702A-4686-B71F-F7F51836A707.tif,IXMtest_B14_s7_w3D759BB1F-48D2-4FDF-9917-793EAF38E58F.tif,mock,,,H-BIOA-002-1,,B14,20585,,,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
341,IXMtest_B14_s8_w2EF892836-7D55-417E-9D0F-359FB0693E5F.tif,IXMtest_B14_s8_w1A791F069-F91B-4865-81A9-F35968863F3D.tif,IXMtest_B14_s8_w5B586F3E2-5FF8-4769-B49B-70293B692175.tif,IXMtest_B14_s8_w42DFF019A-43DC-40B5-B89C-EA7D2EAAABB8.tif,IXMtest_B14_s8_w328FC8E4C-6D8A-4FAE-8404-0F2EA5B2DB05.tif,mock,,,H-BIOA-002-1,,B14,20585,,,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
342,IXMtest_B14_s9_w2770CDA8B-2377-484F-9FDB-6F049C30DAFB.tif,IXMtest_B14_s9_w1020DB166-2FAA-448F-8B0A-3AF1A7C3D76C.tif,IXMtest_B14_s9_w5AEE852A8-AB5B-423D-A1C7-D111BDD159CB.tif,IXMtest_B14_s9_w4DBB0589D-80D3-4DF5-B9EE-07BA6315EF86.tif,IXMtest_B14_s9_w39F790589-AF78-41F1-8074-0E793A116AB0.tif,mock,,,H-BIOA-002-1,,B14,20585,,,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
343,IXMtest_B15_s1_w2F813E8C4-2136-49E8-9358-14569EE98A26.tif,IXMtest_B15_s1_w138B115BB-672B-464A-8A68-BE589F9EF7DD.tif,IXMtest_B15_s1_w5B82CBC79-6A83-4E4C-8294-DB718B3A1272.tif,IXMtest_B15_s1_w4DECD2C5E-E0F4-44F7-B983-3E19D1ADC9AD.tif,IXMtest_B15_s1_w3E56D8748-BAFA-4E62-AA27-60FF643E8758.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
344,IXMtest_B15_s2_w2D21C4BCA-F304-4F1C-830C-B9DF52D0C299.tif,IXMtest_B15_s2_w1AE0BC5EB-85D1-473B-8B1B-D7AE1688E62D.tif,IXMtest_B15_s2_w57F56C53D-BEF0-46E1-84E9-AD88A5365BBA.tif,IXMtest_B15_s2_w4879689E6-C7C4-4955-BA01-B811DB23BBE5.tif,IXMtest_B15_s2_w3B0C62B35-FFE7-420C-A971-46CEEADD0E29.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
345,IXMtest_B15_s3_w2B06CE468-981D-4FCC-BAFB-D609EB872D8C.tif,IXMtest_B15_s3_w1EC7FD5AA-A6E9-43D0-BD98-F868EFB809C0.tif,IXMtest_B15_s3_w53B607426-AEF2-45CC-9DFB-367C5562A137.tif,IXMtest_B15_s3_w4DCABDF4B-660B-4A0A-87B7-C8C8BE09B37F.tif,IXMtest_B15_s3_w3EF9D6318-4993-4FE8-8002-F76C49C633CD.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,3,1.26755E+12,20585/,20585/,20585/,20585/,20585/
346,IXMtest_B15_s4_w2A52986E2-6A0F-4226-BCB7-C2BFC3EACC9A.tif,IXMtest_B15_s4_w14B31301A-5150-45AE-9A9B-6668F3B35A13.tif,IXMtest_B15_s4_w54301524F-1DD6-45A7-B05C-425F0271B9E8.tif,IXMtest_B15_s4_w4E8CA92AF-5DB0-4620-8D1A-0F75CB81EA72.tif,IXMtest_B15_s4_w33A638A94-0F60-462B-86A5-784BC0455288.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,4,1.26755E+12,20585/,20585/,20585/,20585/,20585/
347,IXMtest_B15_s5_w27D3D4B11-C22B-4BC5-B66D-450E791D69E0.tif,IXMtest_B15_s5_w16431E1EA-ECB6-48C4-A0F2-CE45ED3BFC39.tif,IXMtest_B15_s5_w50223C425-366B-4A25-BB84-08D45F8F7316.tif,IXMtest_B15_s5_w4E1596F57-DC11-4861-978B-DEC8D0D38F5B.tif,IXMtest_B15_s5_w3945F2B6D-B298-4ACC-9463-35432AB4BA10.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,5,1.26755E+12,20585/,20585/,20585/,20585/,20585/
348,IXMtest_B15_s6_w231F5AAFD-B5EF-44A3-8E85-FB5B3C23B746.tif,IXMtest_B15_s6_w1B060C36C-37FE-493C-9036-DE5AFBF581C2.tif,IXMtest_B15_s6_w5EE7046AC-D857-4FE7-B1AC-96727CCFA798.tif,IXMtest_B15_s6_w4293A2015-1063-4A43-8CF6-478B2126243E.tif,IXMtest_B15_s6_w34407D21B-3320-4AFC-98EE-5737A496D189.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
349,IXMtest_B15_s7_w2767D08E5-CA64-4AD6-B994-03DB284396FC.tif,IXMtest_B15_s7_w1F4806F90-86F0-49B8-BD97-7B8B313F516E.tif,IXMtest_B15_s7_w5743BCD08-860F-4C03-9C39-F742A5CB30E4.tif,IXMtest_B15_s7_w4CE31685B-F476-4BB0-877A-F356D14628A3.tif,IXMtest_B15_s7_w3E273B51D-5B3C-4B9D-A8A2-619041EB0AA1.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
350,IXMtest_B15_s8_w2C965D8D7-B5E7-4B87-91C5-E120698609C7.tif,IXMtest_B15_s8_w155B37460-B7D2-4610-A0B5-3FC371DE6415.tif,IXMtest_B15_s8_w5DF5D103A-4557-40F5-95D7-FD5E69476087.tif,IXMtest_B15_s8_w49DE56250-C587-48D8-8840-5A322A3F0177.tif,IXMtest_B15_s8_w3C7E235A9-C87F-4874-A3ED-E0801C87C27A.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
351,IXMtest_B15_s9_w2405A8237-D5CA-4AE6-80B2-A0DCD14B038D.tif,IXMtest_B15_s9_w1E98D9CD2-C497-4663-8DCF-A027254FB30A.tif,IXMtest_B15_s9_w5B9C4A2A0-938E-40E7-9182-D0C7A322AA8E.tif,IXMtest_B15_s9_w4D2655AFF-5B02-4871-86BD-CD84566386A1.tif,IXMtest_B15_s9_w327FBCEED-71C9-477D-8F94-92F58497FEC7.tif,compound,BRD-K11399644-003-03-0,4.137008795,H-BIOA-002-1,NC(=N)NC(=N)NCCc1ccccc1,B15,20585,Phenformin hydrochloride,Prestwick Chemical Inc.,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
352,IXMtest_B16_s1_w2576DEF3B-821A-4C68-B059-0F0BEFFB2BE4.tif,IXMtest_B16_s1_w1216B8A0B-C323-453B-8935-192075506F41.tif,IXMtest_B16_s1_w5AA385A34-3971-471F-8EE9-239A1CA668EB.tif,IXMtest_B16_s1_w4927D729A-AE94-4249-BF61-D32FA0B83349.tif,IXMtest_B16_s1_w3DC24440A-6C73-4E0D-ACDF-ABF2AB7F1DB2.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
353,IXMtest_B16_s2_w2D6D2E5C5-3D36-45D4-BBFF-5DC1C335F254.tif,IXMtest_B16_s2_w1887DFAB6-2869-43BC-B010-5994F4F7C932.tif,IXMtest_B16_s2_w5DAA17648-9C8B-4DC3-A5E4-E1D76064BCB5.tif,IXMtest_B16_s2_w4F36AAB52-C33C-4DFE-89E3-6E1FBE8BD42B.tif,IXMtest_B16_s2_w3BD49D52D-6E95-4392-8DA1-F43175635C70.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
354,IXMtest_B16_s3_w25CEF5522-9BEC-4278-A200-E72DDA56F1EE.tif,IXMtest_B16_s3_w108E2417C-F6D4-41CB-853A-413DE5EC13FA.tif,IXMtest_B16_s3_w5E41C9D82-CF62-44A7-80ED-ABC88AA90025.tif,IXMtest_B16_s3_w4D944075D-9CDA-4657-B546-225668AD83F1.tif,IXMtest_B16_s3_w380BF7B5D-FE03-4114-9E70-0B507017C3DA.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,3,1.26755E+12,20585/,20585/,20585/,20585/,20585/
355,IXMtest_B16_s4_w268A9D6C4-53AC-4E5F-9309-05C5AB54E811.tif,IXMtest_B16_s4_w1A74DA2F9-1026-4F45-9C21-E16404C6FDD2.tif,IXMtest_B16_s4_w55F3FB95C-BC84-4196-B715-03100F9FE0C7.tif,IXMtest_B16_s4_w4687BD3B6-6FC9-48AA-A456-B9621222F8B7.tif,IXMtest_B16_s4_w32A0223E4-EE21-4C6B-BA14-88066F5911BE.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,4,1.26755E+12,20585/,20585/,20585/,20585/,20585/
356,IXMtest_B16_s5_w2CA52F5CA-4A27-4F26-A16C-1FBCAA8F3128.tif,IXMtest_B16_s5_w1B795751A-E849-4AAE-9465-B947F98A0C43.tif,IXMtest_B16_s5_w5ED04F773-DF0E-4C12-941C-FBD370EBF2FA.tif,IXMtest_B16_s5_w43989DD5D-F6C3-4449-99B2-24DDDD76E84D.tif,IXMtest_B16_s5_w36B1550C5-14D6-4C7F-811B-C8AE857A842C.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,5,1.26755E+12,20585/,20585/,20585/,20585/,20585/
357,IXMtest_B16_s6_w2343D50DA-90C3-4CFA-83E5-F914FDC4275F.tif,IXMtest_B16_s6_w1EBC9605B-95B4-44E3-AFC8-6F7D003194BE.tif,IXMtest_B16_s6_w588423B3F-9BA9-4312-A50C-47691D9378FB.tif,IXMtest_B16_s6_w4B415F640-0855-47E3-90D0-BC0DBD6F13DD.tif,IXMtest_B16_s6_w31D4492CE-2356-4942-9F44-D0D19E026DA5.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
358,IXMtest_B16_s7_w2E7C96DEB-3FC3-459B-9B3F-9D9DC10C8BF6.tif,IXMtest_B16_s7_w1DB6FAC7A-0E53-4FB3-AD4D-BD1E87F60D28.tif,IXMtest_B16_s7_w5395959E5-CA23-4484-B77C-D5C0C5ABA024.tif,IXMtest_B16_s7_w4681C9F38-518C-4D15-BE37-79828AE08F7A.tif,IXMtest_B16_s7_w31EBF1558-6075-45BB-9818-937E2BF9C51E.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
359,IXMtest_B16_s8_w28D419BFB-1C6C-4E0B-AC68-EE364E48E28E.tif,IXMtest_B16_s8_w1E9A660F8-3FFC-4621-9FC9-7747FD945CAC.tif,IXMtest_B16_s8_w57E885756-5860-49E0-A43E-B1BE8537B1E9.tif,IXMtest_B16_s8_w44C0F59BC-3A8C-4BE9-A614-94622E837FE5.tif,IXMtest_B16_s8_w3F94B107E-B90E-4930-8F1C-E9E75E8069E7.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
360,IXMtest_B16_s9_w2AB8E8990-4181-40FD-B079-9D15B236A4B6.tif,IXMtest_B16_s9_w1945F79AB-5CE6-4E5E-97B5-127964009AFF.tif,IXMtest_B16_s9_w55AAD2A2C-5485-46D5-AC8F-C693FFA213A2.tif,IXMtest_B16_s9_w44AA5842E-952E-4DB0-A30E-DFB91264E8EB.tif,IXMtest_B16_s9_w31F353181-685D-4B45-9A91-A0C63A297B4B.tif,compound,BRD-K27305650-001-05-9,8.134229626,H-BIOA-002-1,O=c1cc(oc2c(cccc12)c3ccccc3)N4CCOCC4,B16,20585,LY-294002,Biomol International Inc.,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
361,IXMtest_B17_s1_w232E6B07E-008A-41ED-B454-39892388D9A9.tif,IXMtest_B17_s1_w1A251282D-D71C-47BF-806C-DE55E8545696.tif,IXMtest_B17_s1_w55F99C0D5-9167-4C32-BE9C-5638BE1FEB86.tif,IXMtest_B17_s1_w4582E09E9-F3C8-40CF-BAFD-DE607CB92B9C.tif,IXMtest_B17_s1_w3FBC8D803-7EA6-4354-9683-8E4356025FA9.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
362,IXMtest_B17_s2_w2D5DBB020-E804-4A2F-A66A-BB87581746A7.tif,IXMtest_B17_s2_w157D4C121-EA1E-4C3C-8F8A-98359EB23857.tif,IXMtest_B17_s2_w52BA8CCD7-286B-4128-B5B2-1D2209EE6D58.tif,IXMtest_B17_s2_w442A239C9-88F7-4246-8858-D9B11D470497.tif,IXMtest_B17_s2_w33D1A7332-28B2-4275-8737-45903C7C27C8.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
363,IXMtest_B17_s3_w2DDCF9B4E-B76F-435C-9B27-87D55FBF8ED4.tif,IXMtest_B17_s3_w135FFA36F-D5B2-486B-A28D-BBD59CEB9F11.tif,IXMtest_B17_s3_w5F7F696F1-9172-432F-948F-A76D43D71214.tif,IXMtest_B17_s3_w4C058D564-7275-4326-812F-59C28E34904A.tif,IXMtest_B17_s3_w3FBADC95D-9B45-4124-B55F-9E4B910B085A.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,3,1.26755E+12,20585/,20585/,20585/,20585/,20585/
364,IXMtest_B17_s4_w26A0A0BB4-13BC-494D-BC6A-33B66241B2F8.tif,IXMtest_B17_s4_w1856958D8-4E3D-41AF-9632-598F775ECE6A.tif,IXMtest_B17_s4_w5EC3AC202-CEAA-431B-9E29-DB933A46A6C6.tif,IXMtest_B17_s4_w46C4726E7-A118-4692-8D87-598DAD5D28BE.tif,IXMtest_B17_s4_w3ACBDA962-0B8C-4395-B45A-6866D0CCE879.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,4,1.26755E+12,20585/,20585/,20585/,20585/,20585/
365,IXMtest_B17_s5_w27DE6221A-6C2A-4233-8500-BA97444032EF.tif,IXMtest_B17_s5_w1DC696816-FE2A-490F-A5E5-2C2F4AD33280.tif,IXMtest_B17_s5_w5E9EADA11-684D-4D00-9827-1AC45DB2F1D5.tif,IXMtest_B17_s5_w4B8674CDF-777B-40DD-9087-6B465268276B.tif,IXMtest_B17_s5_w31B3D0B95-432F-4682-BC12-BB912DF62B89.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,5,1.26755E+12,20585/,20585/,20585/,20585/,20585/
366,IXMtest_B17_s6_w2262D009D-6020-45DF-9D92-612296A7DC84.tif,IXMtest_B17_s6_w1C4A0897D-F55D-4FC9-8929-06E2AC0EEA66.tif,IXMtest_B17_s6_w5A6EA0F04-C97D-4385-9FFA-F0C09B710B65.tif,IXMtest_B17_s6_w4BCD131DB-5C2B-44D7-A915-9ECB81168659.tif,IXMtest_B17_s6_w30512B834-17AB-4314-9685-5B787C9CFE40.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
367,IXMtest_B17_s7_w20C5762A3-8B15-4B36-9BD9-B21C1AB62961.tif,IXMtest_B17_s7_w158D81223-AB7C-48C4-AAB9-9CBA7F5443E8.tif,IXMtest_B17_s7_w576E777F6-9346-48AE-BB2B-6E27B23D56E1.tif,IXMtest_B17_s7_w496B678C3-FCA6-454F-BD9A-5165AC1095F8.tif,IXMtest_B17_s7_w3C0DDDBB8-D0DA-4C95-BFE7-C6747A2D4D75.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
368,IXMtest_B17_s8_w226B5DE1A-74ED-476C-A8E5-65C293AF8424.tif,IXMtest_B17_s8_w13B7FB82E-F8E3-4FF7-AA22-BBC0F2283347.tif,IXMtest_B17_s8_w533601FC5-C20F-47F7-AF15-1D66C2C234AE.tif,IXMtest_B17_s8_w490315750-B03D-4595-A232-605D7A7D362B.tif,IXMtest_B17_s8_w303A49557-A459-4F1D-896C-8905FDC78FB0.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
369,IXMtest_B17_s9_w2D5BD60DF-686E-43B6-B175-62C9FE8E9433.tif,IXMtest_B17_s9_w1CE8D6646-262C-4752-8B0C-886E4CECD2CE.tif,IXMtest_B17_s9_w55CA4A75C-B89D-4E0A-BF3D-51FD580EA761.tif,IXMtest_B17_s9_w4F4068CDF-6F6C-4442-B0EC-19E63ACE3018.tif,IXMtest_B17_s9_w33DC384B0-A907-45BE-9C32-7715C7A56110.tif,compound,BRD-K28494619-001-05-0,3.94823641,H-BIOA-002-1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,B17,20585,Sulfamethoxazole,Prestwick Chemical Inc.,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
370,IXMtest_B18_s1_w24CFDF0E0-7BDE-475B-B96E-E94148FAB7DB.tif,IXMtest_B18_s1_w155496334-1026-4449-B84E-F982A66DA60E.tif,IXMtest_B18_s1_w5E472730E-D1B3-49B6-970A-B277610F647C.tif,IXMtest_B18_s1_w4D7CDFC68-37F6-4E5B-8D23-66797E710F60.tif,IXMtest_B18_s1_w308C260C2-5907-4E9C-9C11-0418AE7D509A.tif,compound,BRD-K15025317-001-04-5,12.06278671,H-BIOA-002-1,Cc1ccc(cc1)S(=O)(=O)/C=C/C#N,B18,20585,BAY 11-7082,Biomol International Inc.,1,1.26755E+12,20585/,20585/,20585/,20585/,20585/
371,IXMtest_B18_s2_w24BF15344-549D-415D-8D9B-8C582DC307D0.tif,IXMtest_B18_s2_w1BA8B8C02-6608-4F57-8C3F-C39BA8581DD4.tif,IXMtest_B18_s2_w50BD793EB-EC09-4E24-8039-8E2FE783E260.tif,IXMtest_B18_s2_w4D71B92C6-4280-4169-B330-4C3D4B08BC75.tif,IXMtest_B18_s2_w34FE501B9-D5C1-42F2-B9EE-75E508E17606.tif,compound,BRD-K15025317-001-04-5,12.06278671,H-BIOA-002-1,Cc1ccc(cc1)S(=O)(=O)/C=C/C#N,B18,20585,BAY 11-7082,Biomol International Inc.,2,1.26755E+12,20585/,20585/,20585/,20585/,20585/
